text,cleaned,preprocessed
remind me to never visit you.;;;;,remind me to never visit you ,remind never visit
all the radios will be on extra loud.;;;;,all the radios will be on extra loud ,radios extra loud
your neighbors will hate you.;;;;,your neighbors will hate you ,neighbors hate
i hope i win the lotto.;;;;,i hope i win the lotto ,hope win lotto
your chances are very small.;;;;,your chances are very small ,chances small
but you can't win if you don't play.;;;;,but you can t win if you don t play ,win play
ha! you can't win if you do play.;;;;,ha you can t win if you do play ,ha win play
someone has to win.;;;;,someone has to win ,someone win
that's what everyone says.;;;;,that s what everyone says ,everyone says
it might as well be me.;;;;,it might as well be me ,might well
that's what everyone says.;;;;,that s what everyone says ,everyone says
you're trying to tell me something.;;;;,you re trying to tell me something ,trying tell something
that didn't take long.;;;;,that didn t take long ,take long
you think i should quit playing.;;;;,you think i should quit playing ,think quit playing
what's on tv?;;;;,what s on tv ,tv
nothing much.;;;;,nothing much ,nothing much
what about the baseball game?;;;;,what about the baseball game ,baseball game
it got rained out.;;;;,it got rained out ,got rained
rained out?;;;;,rained out ,rained
"yes, rained out.;;;;",yes rained out ,yes rained
how could that be?;;;;,how could that be ,could
"well, you can't play baseball in a rainstorm.;;;;",well you can t play baseball in a rainstorm ,well play baseball rainstorm
i thought they were playing under a dome.;;;;,i thought they were playing under a dome ,thought playing dome
the dome doesn't close.;;;;,the dome doesn t close ,dome close
why doesn't it close?;;;;,why doesn t it close ,close
can i try your coffee?;;;;,can i try your coffee ,try coffee
sure. here you go.;;;;,sure here you go ,sure go
"hmm, that's not bad.;;;;",hmm that s not bad ,hmm bad
there's nothing in it.;;;;,there s nothing in it ,nothing
what do you mean?;;;;,what do you mean ,mean
"i mean, it's just coffee.;;;;",i mean it s just coffee ,mean coffee
i figured that.;;;;,i figured that ,figured
it's not too bitter for you?;;;;,it s not too bitter for you ,bitter
"it's a little bitter, but it's okay.;;;;",it s a little bitter but it s okay ,little bitter okay
there's no sugar or cream in it.;;;;,there s no sugar or cream in it ,sugar cream
"no, it's a taste you have to get used to.;;;;",no it s a taste you have to get used to ,taste get used
let's take a walk.;;;;,let s take a walk ,let take walk
what's the weather like?;;;;,what s the weather like ,weather like
let me step outside and see.;;;;,let me step outside and see ,let step outside see
"it's a little chilly, right?;;;;",it s a little chilly right ,little chilly right
"yes, it is.;;;;",yes it is ,yes
i'll put on my cap.;;;;,i ll put on my cap ,put cap
"wear a jacket, too.;;;;",wear a jacket too ,wear jacket
i wonder if i should bring my gloves.;;;;,i wonder if i should bring my gloves ,wonder bring gloves
"maybe you should, just in case it gets colder.;;;;",maybe you should just in case it gets colder ,maybe case gets colder
i'll put a glove in each pocket.;;;;,i ll put a glove in each pocket ,put glove pocket
we'll get warmer as we walk.;;;;,we ll get warmer as we walk ,get warmer walk
look at the car chase on tv!;;;;,look at the car chase on tv ,look car chase tv
that driver is crazy.;;;;,that driver is crazy ,driver crazy
i can't believe he hasn't crashed.;;;;,i can t believe he hasn t crashed ,believe crashed
how fast is he going?;;;;,how fast is he going ,fast going
they say he's going 80 miles per hour.;;;;,they say he s going miles per hour ,say going miles per hour
he's going to kill someone.;;;;,he s going to kill someone ,going kill someone
look! he just hit that car.;;;;,look he just hit that car ,look hit car
"oh, my goodness. no one is safe on the streets.;;;;",oh my goodness no one is safe on the streets ,oh goodness one safe streets
now he's slowing down.;;;;,now he s slowing down ,slowing
maybe he ran out of gas.;;;;,maybe he ran out of gas ,maybe ran gas
look! he just got out of the car and started running.;;;;,look he just got out of the car and started running ,look got car started running
tv news is so stupid.;;;;,tv news is so stupid ,tv news stupid
they shouldn't even call it news.;;;;,they shouldn t even call it news ,even call news
last night they told us about a cat in a sofa.;;;;,last night they told us about a cat in a sofa ,last night told us cat sofa
yesterday they told us about a dog in a pipe.;;;;,yesterday they told us about a dog in a pipe ,yesterday told us dog pipe
last week they told us about a bear in a back yard.;;;;,last week they told us about a bear in a back yard ,last week told us bear back yard
last month they told us about a mouse in a restaurant.;;;;,last month they told us about a mouse in a restaurant ,last month told us mouse restaurant
the weatherman tells us the temperature in every town.;;;;,the weatherman tells us the temperature in every town ,weatherman tells us temperature every town
the sports guy shows us players fighting.;;;;,the sports guy shows us players fighting ,sports guy shows us players fighting
"they always tell us ""what's next."";;;;",they always tell us what s next ,always tell us next
"they always make ""what's next"" sound exciting, but it never is.;;;;",they always make what s next sound exciting but it never is ,always make next sound exciting never
it's more like news for kids.;;;;,it s more like news for kids ,like news kids
i love my computer.;;;;,i love my computer ,love computer
computers are so cool.;;;;,computers are so cool ,computers cool
i love to go online.;;;;,i love to go online ,love go online
the internet is amazing.;;;;,the internet is amazing ,internet amazing
you can travel all over the world.;;;;,you can travel all over the world ,travel world
i know. i went to china yesterday.;;;;,i know i went to china yesterday ,know went china yesterday
what did you do?;;;;,what did you do ,
i stood on the great wall and looked all around.;;;;,i stood on the great wall and looked all around ,stood great wall looked around
what was it like?;;;;,what was it like ,like
it was like the real thing.;;;;,it was like the real thing ,like real thing
it was like being there?;;;;,it was like being there ,like
the beatles are the best.;;;;,the beatles are the best ,beatles best
they are the best musical group ever.;;;;,they are the best musical group ever ,best musical group ever
i love all their songs.;;;;,i love all their songs ,love songs
i don't know which one i like the best.;;;;,i don t know which one i like the best ,know one like best
i like the ones i can sing along with.;;;;,i like the ones i can sing along with ,like ones sing along
"so do i, like ""she loves you."";;;;",so do i like she loves you ,like loves
"""she loves you, yeah, yeah, yeah!..."";;;;", she loves you yeah yeah yeah ,loves yeah yeah yeah
"""Â…and you know you should be glad!"";;;;", and you know you should be glad ,know glad
what a great song.;;;;,what a great song ,great song
"how about ""let it be?"";;;;",how about let it be ,let
"oh, yes! ""let it be, let it beÂ…"";;;;",oh yes let it be let it be ,oh yes let let
let's go to a movie.;;;;,let s go to a movie ,let go movie
i'd rather not.;;;;,i d rather not ,rather
why not?;;;;,why not ,
you know i don't like crowds.;;;;,you know i don t like crowds ,know like crowds
let's go to an early movie.;;;;,let s go to an early movie ,let go early movie
"okay, that won't be very crowded.;;;;",okay that won t be very crowded ,okay crowded
what would you like to see?;;;;,what would you like to see ,would like see
"oh, i don't care. you're the one who wants to go out.;;;;",oh i don t care you re the one who wants to go out ,oh care one wants go
"well, i want to see ""the pursuit of happyness."";;;;",well i want to see the pursuit of happyness ,well want see pursuit happyness
what have you heard about it?;;;;,what have you heard about it ,heard
it's based on a true story about a divorced man and his young son.;;;;,it s based on a true story about a divorced man and his young son ,based true story divorced man young son
what's your favorite thing to do?;;;;,what s your favorite thing to do ,favorite thing
i like to watch people.;;;;,i like to watch people ,like watch people
that's your favorite thing to do?;;;;,that s your favorite thing to do ,favorite thing
"well, it's one of them.;;;;",well it s one of them ,well one
where do you go to watch people?;;;;,where do you go to watch people ,go watch people
my girlfriend and i sit outside starbucks.;;;;,my girlfriend and i sit outside starbucks ,girlfriend sit outside starbucks
that sounds like a good spot.;;;;,that sounds like a good spot ,sounds like good spot
we watch people walk by with their dogs.;;;;,we watch people walk by with their dogs ,watch people walk dogs
i guess you see lots of different dogs.;;;;,i guess you see lots of different dogs ,guess see lots different dogs
we don't even know what kind most of them are.;;;;,we don t even know what kind most of them are ,even know kind
